park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result, 2017_follow_up_sample_date,2017_epa_first_draw_result, 2017_epa_first_draw_sample_date, follow_up_field_result, follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min 
MAYFAIR,Mayfair  #1 - High,West of fieldhouse at spraypool,4550 W SUNNYSIDE AVE,<2.0,4/22/17,,,,,,,,,0.316,,
MAYFAIR,Mayfair  #1 - Middle,West of fieldhouse at spraypool,4550 W SUNNYSIDE AVE,<2.0,4/22/17,,,,,,,,,0.343,,
MAYFAIR,Mayfair  #1 - Low,West of fieldhouse at spraypool,4550 W SUNNYSIDE AVE,<2.0,4/22/17,,,,,,,,,0.308,,
MCGUANE (JOHN),McGuane  #1 - High,"Northwest corner of fieldhouse, south of playlot",2901 S POPLAR AVE,<2.0,4/14/17,,,,,,,,,14.6,,
MCGUANE (JOHN),McGuane  #1 - Low,"Northwest corner of fieldhouse, south of playlot",2901 S POPLAR AVE,<2.0,4/14/17,,,,,,,,,12.5,,
MCGUANE (JOHN),McGuane  #2 - High,Southeast corner of tennis courts,2901 S POPLAR AVE,3.02,4/14/17,,,22.5,6/14/17,,,,,52.9,96,9.1
MCGUANE (JOHN),McGuane  #2 - Middle,Southeast corner of tennis courts,2901 S POPLAR AVE,2.92,4/14/17,,,18.4,6/14/17,,,,,53.7,110,10
MCGUANE (JOHN),McGuane  #2 - Low,Southeast corner of tennis courts,2901 S POPLAR AVE,2.88,4/14/17,,,18.9,6/14/17,,,,,57.2,130,15
MCGUANE (JOHN),McGuane  #3 - High,Southwest corner of fieldhouse,2901 S POPLAR AVE,2.86,4/14/17,,,39.6,6/14/17,,,,,46,<2.0,<2.0
MCGUANE (JOHN),McGuane  #3 - Low,Southwest corner of fieldhouse,2901 S POPLAR AVE,3.17,4/14/17,,,30.4,6/14/17,,,,,54.5,<2.0,<2.0
MCGUANE (JOHN),McGuane  #4 - High,Diamond 2 - east side,2901 S POPLAR AVE,<2.0,4/14/17,,,,,,,,,1.68,,
MCGUANE (JOHN),McGuane  #4 - Low,Diamond 2 - east side,2901 S POPLAR AVE,<2.0,4/14/17,,,,,,,,,1.37,,
MCGUANE (JOHN),McGuane  #5 - High,East of field house,2901 S POPLAR AVE,<2.0,4/14/17,,,,,,,,,0.555,,
MCGUANE (JOHN),McGuane  #5 - Low,East of field house,2901 S POPLAR AVE,<2.0,4/14/17,,,,,,,,,0.662,,
MCINERNEY (THOMAS),McInerney  #1,"Northeast corner, on Emerald cul-de-sac",4446-58 S EMERALD AVE,<2.0,4/22/17,,,,,,,,,<0.12,,
MCKIERNAN (DAVID),McKiernan  #1,WEST OF PLAYGROUND,10714 S SAWYER AVE,4.63,4/14/17,,,45.7,6/9/17,,,,,23.6,41,25
MCKINLEY (WILLIAM),McKinley  #1,Southwest corner of tennis courts at northwest corner,2210 W PERSHING RD,2.72,4/14/17,,,43.8,7/15/17,,,,,16.4,19,6.1
MCKINLEY (WILLIAM),McKinley  #2,"Middle of park, west of playground",2210 W PERSHING RD,<2.0,4/14/17,,,,,,,,,11.8,,
MCKINLEY (WILLIAM),McKinley  #3,In between tennis courts on west side of the park,2210 W PERSHING RD,3.15,4/14/17,,,26.8,7/15/17,,,,,26,47,9
MCKINLEY (WILLIAM),McKinley  #4,Northeast of main fieldhouse,2210 W PERSHING RD,<2.0,4/14/17,,,,,,,,,1.48,,
MCKINLEY (WILLIAM),McKinley  #5,Pool deck,2210 W PERSHING RD,<2.0,4/14/17,,,,,,,,,1.04,,
"MELLIN (CURTIS, SR.)",Mellin  #1 - High,At park entrance on Ashland,5553 N ASHLAND AVE,<2.0,4/14/17,,,,,,,,,4.93,,
"MELLIN (CURTIS, SR.)",Mellin  #1 - Middle,At park entrance on Ashland,5553 N ASHLAND AVE,<2.0,4/14/17,,,,,,,,,6.3,,
"MELLIN (CURTIS, SR.)",Mellin  #1 - Low,At park entrance on Ashland,5553 N ASHLAND AVE,<2.0,4/14/17,,,,,,,,,5.17,,
MEMORIAL,Memorial  #1 - High,NORTHWEST CORNER OF BASKETBALL COURT,149 W 73RD ST,<2.0,4/10/17,,,4.94,6/29/17,,,,,7.96,,
MEMORIAL,Memorial  #1 - Low,NORTHWEST CORNER OF BASKETBALL COURT,149 W 73RD ST,<2.0,4/10/17,,,4.86,6/29/17,,,,,59.8,10,<2.0
MEMORIAL,Memorial  #2,WEST OF PLAYGROUND,149 W 73RD ST,<2.0,4/10/17,,,,,,,,,8.31,,
MERRILL (GEORGE),Merrill  #1,"NORTHEAT OF BASKETBALL COURTS, ON PATH",2154 E 97TH ST,<2.0,5/5/17,,,,,,,,,<2.0,,
MERRIMAC,Merrimac  #1 - High,East side of fieldhouse,6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,0.814,,
MERRIMAC,Merrimac  #1 - Low,East side of fieldhouse,6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,0.692,,
MERRIMAC,Merrimac  #2 - High,"West of driveway, on path",6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,0.676,,
MERRIMAC,Merrimac  #2 - Middle,"West of driveway, on path",6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,0.588,,
MERRIMAC,Merrimac  #2 - Low,"West of driveway, on path",6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,0.645,,
MERRIMAC,Merrimac  #3 - High,"East-center of park, on path",6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,0.858,,
MERRIMAC,Merrimac  #3 - Low,"East-center of park, on path",6343 W IRVING PARK RD,<2.0,4/4/17,,,,,,,,,2.33,,
MERRYMAN (THERON),Merryman  #1 - High,AT ENTRANCE,3736 N MARSHFIELD AVE,<2.0,4/28/17,,,,,,,,,<2.0,,
MERRYMAN (THERON),Merryman  #1 - Middle,AT ENTRANCE,3736 N MARSHFIELD AVE,<2.0,4/28/17,,,,,,,,,<2.0,,
MERRYMAN (THERON),Merryman  #1 - Low,AT ENTRANCE,3736 N MARSHFIELD AVE,<2.0,4/28/17,,,,,,,,,<2.0,,
METCALFE (RALPH),Metcalfe  #1 - High,East of spraypool and playground,4196 S STATE ST,<2.0,5/12/17,,,7.3,6/13/17,,,,,22,,
METCALFE (RALPH),Metcalfe  #1 - Low,East of spraypool and playground,4196 S STATE ST,<2.0,5/12/17,,,5.37,6/13/17,,,,,27,,
METCALFE (RALPH),Metcalfe  #2,East of field house,4196 S STATE ST,<2.0,4/27/17,,,41.5,6/13/17,,,,,16,,
METCALFE (RALPH),Metcalfe  #3,West and inbetween basketball courts,4196 S STATE ST,9.1,4/27/17,,,141,6/13/17,,,,,41,,
MEYERING (WILLIAM),Meyering  #1,SPRAYPOOL,7140 S DR MARTIN LUTHER KING J,<2.0,4/12/17,,,,,,,,,0.594,,
MEYERING (WILLIAM),Meyering  #2 - High,NORTHWEST OF FIELDHOUSE ON PATH,7140 S DR MARTIN LUTHER KING J,<2.0,4/12/17,,,,,,,,,0.738,,
MEYERING (WILLIAM),Meyering  #2 - Low,NORTHWEST OF FIELDHOUSE ON PATH,7140 S DR MARTIN LUTHER KING J,<2.0,4/12/17,,,,,,,,,0.762,,
MIAMI,Miami  #1 - High,Southeast corner of park,2754 S TRUMBULL AVE,17.9,4/13/17,2.28,4/28/17,,,,,,,1.31,,
MIAMI,Miami  #1 - Middle,Southeast corner of park,2754 S TRUMBULL AVE,23.9,4/13/17,2.25,4/28/17,,,,,,,1.28,,
MIAMI,Miami  #1 - Low,Southeast corner of park,2754 S TRUMBULL AVE,21.1,4/13/17,<2.0,4/28/17,,,,,,,1.37,,
MICEK (FRANK),Micek  #1 - High,SOUTH OF PLAYGROUND,5311 S HAMILTON AVE,<2.0,4/5/17,,,,,,,,,<0.12,,
MICEK (FRANK),Micek  #1 - Middle,SOUTH OF PLAYGROUND,5311 S HAMILTON AVE,<2.0,4/5/17,,,,,,,,,<0.12,,
MICEK (FRANK),Micek  #1 - Low,SOUTH OF PLAYGROUND,5311 S HAMILTON AVE,<2.0,4/5/17,,,,,,,,,<0.12,,
MIDWAY PLAISANCE,Midway Plaisance #1,"NORTH SIDE, AT ABOUT 900 EAST",5950 S WOODLAWN AVE,<2.0,4/11/17,,,,,,,,,0.746,,
MIDWAY PLAISANCE,Midway Plaisance #2,"NORTH SIDE, ACROSS FROM ICE RINK",5950 S WOODLAWN AVE,<2.0,4/11/17,,,,,,,,,0.655,,
MIDWAY PLAISANCE,Midway Plaisance #3,"NORTH SIDE, EAST OF CROSSWALK AT ABOUT 1325 EAST",5950 S WOODLAWN AVE,-,,,,,,,,,,-,,
MIDWAY PLAISANCE,Midway Plaisance #4,"SOUTH SIDE, WEST OF INGLESIDE",5950 S WOODLAWN AVE,<2.0,4/11/17,,,,,,,,,0.146,,
MIDWAY PLAISANCE,Midway Plaisance #5,"SOUTH SIDE, SOUTH OF ICE RINK",5950 S WOODLAWN AVE,12.4,4/11/17,,,96.2,,,,,,54.9,55,20
MIDWAY PLAISANCE,Midway Plaisance #6,"SOUTH SIDE, EAST OF KIMBARK",5950 S WOODLAWN AVE,<2.0,4/11/17,,,,,,,,,0.809,,
MILLER (SAMUEL),Miller  #1 - High,"In playlot, at Miller entrance",848 S MILLER ST,3.34,4/13/17,,,4.48,7/15/17,,,,,21,27,18
MILLER (SAMUEL),Miller  #1 - Low,"In playlot, at Miller entrance",848 S MILLER ST,3.41,4/13/17,,,4.41,7/15/17,,,,,22,8.2,5.4
MINUTEMAN,Minuteman  #1 - High,NEAR PLAYGROUND,5940 S CENTRAL AVE,2.73,4/3/17,,,14.7,6/28/17,13,7/25/17,,,15.7,11.8,4.24
MINUTEMAN,Minuteman  #1 - Middle,NEAR PLAYGROUND,5940 S CENTRAL AVE,2.63,4/3/17,,,15.2,6/28/17,,,,,15.7,10.9,3.76
MINUTEMAN,Minuteman  #1 - Low,NEAR PLAYGROUND,5940 S CENTRAL AVE,2.82,4/3/17,,,12.9,6/28/17,,,,,15.7,7.15,3.74
MINUTEMAN,Minuteman  #2,"BETWEEN WESTERN BALL FIELDS, ON PATH",5940 S CENTRAL AVE,3.71,4/3/17,,,42.2,6/28/17,,,,,31.7,67.9,12.8
MOCCASIN RANCH,Moccasin Ranch #1 - High,CENTER OF PARK,6446 S KIMBARK AVE,2.28,4/11/17,,,57.2,6/29/17,,,,,59.8,,
MOCCASIN RANCH,Moccasin Ranch #1 - Low,CENTER OF PARK,6446 S KIMBARK AVE,2.38,4/11/17,,,44.4,6/29/17,,,,,-,,
MONTICELLO,Monticello  #1,Southwest corner of park on Monticello,1814 N MONTICELLO AVE,<2.0,4/8/17,,,,,,,,,1.01,,
MONUMENT,Monument  #1,"On Oliphant, east-center entrance",6679 N AVONDALE AVE,12.5,4/4/17,,,28.1,6/14/17,,,,,21.6,37.8,9.03
MOORE (MAURICE),Moore  #1 - High,North end of Park next to Playground,5085 W ADAMS ST,<2.0,4/6/17,,,,,,,,,<0.12,,
MOORE (MAURICE),Moore  #1 - Middle,North end of Park next to Playground,5085 W ADAMS ST,<2.0,4/6/17,,,,,,,,,<0.12,,
MOORE (MAURICE),Moore  #1 - Low,North end of Park next to Playground,5085 W ADAMS ST,<2.0,4/6/17,,,,,,,,,<0.12,,
MORAN (TERRANCE),Moran  #1,SOUTHWEST OF SPRAYPOOL,5727 S RACINE AVE,<2.0,4/5/17,,,18.4,6/29/17,,,,,73.1,30,<2.0
MORAN (TERRANCE),Moran  #2,EAST OF FIELDHOUSE,5727 S RACINE AVE,<2.0,4/5/17,,,,,,,,,1.92,,
MORAN (TERRANCE),Moran  #3,30' NORTH OF 58TH STREET ENTRANCE,5727 S RACINE AVE,<2.0,4/5/17,,,11.5,6/29/17,5,7/25/17,,,49.4,61,18
MORGAN (THOMAS LEEDS) FIELD,Morgan Field #1,NORTH OF PLAYGROUND,11710 S MORGAN ST,2.63,4/24/17,,,,,,,,,10.6,,
MOUNT GREENWOOD,Mount Greenwood #1 - High,POOL DECK,3721 W 111TH ST,3.79,4/14/17,,,485,6/10/17,,,,,35.8,59,8.8
MOUNT GREENWOOD,Mount Greenwood #1 - Low,POOL DECK,3721 W 111TH ST,3.31,4/14/17,,,1340,6/10/17,,,,,38.7,84,8.9
MOUNT GREENWOOD,Mount Greenwood #2 - High,SOUTH OF PLAYGROUND,3721 W 111TH ST,<2.0,4/14/17,,,,,,,,,2.49,,
MOUNT GREENWOOD,Mount Greenwood #2 - Middle,SOUTH OF PLAYGROUND,3721 W 111TH ST,<2.0,4/14/17,,,,,,,,,2.97,,
MOUNT GREENWOOD,Mount Greenwood #2 - Low,SOUTH OF PLAYGROUND,3721 W 111TH ST,<2.0,4/14/17,,,,,,,,,2.31,,
MOUNT GREENWOOD,Mount Greenwood #3,SOUTHEAST OF TENNIS COURTS,3721 W 111TH ST,<2.0,4/14/17,,,27.6,6/9/17,,,,,46.7,25,2.7
MOUNT GREENWOOD,Mount Greenwood #4 - High,"SOUTH END OF PARK, OFF 112TH",3721 W 111TH ST,<2.0,4/14/17,,,,,,,,,7.1,,
MOUNT GREENWOOD,Mount Greenwood #4 - Low,"SOUTH END OF PARK, OFF 112TH",3721 W 111TH ST,<2.0,4/14/17,,,,,,,,,5.09,,
MOZART (AMADEUS),Mozart  #1,Near third baseline of northeast diamond,2036 N AVERS AVE,<2.0,4/10/17,,,15.7,7/19/17,,,,,16.6,9.7,<2.0
MULBERRY,Mulberry  #1,"15' south of Robinson entrance, inside playlot",3150 S ROBINSON CT,2.09,4/14/17,,,,,,,,,11.5,,
MUNROE (ROY),Munroe  #1 - High,BETWEEN PLAYGROUND AND FIELDHOUSE,2617 W 105TH ST,<2.0,4/14/17,,,,,,,,,0.472,,
MUNROE (ROY),Munroe  #1 - Middle,BETWEEN PLAYGROUND AND FIELDHOUSE,2617 W 105TH ST,<2.0,4/14/17,,,,,,,,,0.592,,
MUNROE (ROY),Munroe  #1 - Low,BETWEEN PLAYGROUND AND FIELDHOUSE,2617 W 105TH ST,<2.0,4/14/17,,,,,,,,,0.577,,
MUNROE (ROY),Munroe  #2,SOUTH END OF PARK ON 106TH,2617 W 105TH ST,<2.0,4/14/17,,,,,,,,,3.41,,
MURRAY (DAVID),Murray  #1 ,SOUTH OF FIELDHOUSE,1743 W 73RD ST,2.72,4/6/17,,,1.99,6/29/17,,,,,-,,
NICHOLS (JOHN FOUNTAIN),Nichols  #1 - High,20' SOUTH OF 53RD ON KENWOOD PATH,1355 E 53RD ST,<2.0,4/17/17,,,,,,,,,<0.12,,
NICHOLS (JOHN FOUNTAIN),Nichols  #1 - Low,20' SOUTH OF 53RD ON KENWOOD PATH,1355 E 53RD ST,<2.0,4/17/17,,,,,,,,,<0.12,,
NICHOLS (JOHN FOUNTAIN),Nichols  #2,"SOUTH OF NATURE AREA, NORTH OF 54TH",1355 E 53RD ST,<2.0,4/17/17,,,,,,,,,1.32,,
NICHOLS (JOHN FOUNTAIN),Nichols  #3,NORTH PLAYGROUND,1355 E 53RD ST,<2.0,4/17/17,,,98.8,6/29/17,,,,,157,23,5.4
NICHOLS (JOHN FOUNTAIN),Nichols  #4 - High,SOUTH PLAYGROUND,1355 E 53RD ST,<2.0,4/28/17,,,,,,,,,2.21,,
NICHOLS (JOHN FOUNTAIN),Nichols  #4 - Low,SOUTH PLAYGROUND,1355 E 53RD ST,<2.0,4/28/17,,,,,,,,,-,,
NINEBARK,Ninebark  #1,"East of entrance, between swing area and playground",1447-1453 S HARDING AVE,<2.0,4/10/17,,,8.12,7/15/17,,,,,20,2.2,7.3
NOETHLING (GRACE),Noethling  #1,NORTH SIDE OF PARK,2645 N SHEFFIELD AVE,<2.0,4/20/17,,,60.6,8/12/17,,,,,18,5.6,2
NOETHLING (GRACE),Noethling  #2 - Dog,NORTH SIDE OF PARK,2645 N SHEFFIELD AVE,6.45,4/20/17,,,,,,,,,9.7,,
NORMANDY,Normandy  #1,THIRD BASELINE OF BASEBALL DIAMOND,6660 W 52ND ST,2.89,4/4/17,,,27.4,6/28/17,,,,,59.4,80.8,61.2
NORMANDY,Normandy  #2 - High,NORTH OF FIELDHOUSE,6660 W 52ND ST,19.7,4/4/17,<2.0,4/12/17,,,,,,,7.89,,
NORMANDY,Normandy  #2 - Middle,NORTH OF FIELDHOUSE,6660 W 52ND ST,15.6,4/4/17,<2.0,4/12/17,,,,,,,9.29,,
NORMANDY,Normandy  #2 - Low,NORTH OF FIELDHOUSE,6660 W 52ND ST,16.7,4/4/17,3.86,4/12/17,,,,,,,6.33,,
NORTH MAYFAIR,North Mayfair #1,At park entrance on Carmen,4537 W CARMEN AVE,2.27,4/17/17,,,45,6/24/17,,,,,37.2,63,7.9
NORTHERLY ISLAND,Northerly Island #1,North side of Planetarium,1521 S LINN WHITE DR,<2.0,4/19/17,,,,,,,,,6.1,,
NORTHERLY ISLAND,Northerly Island #2 - High,South side of Planetarium,1521 S LINN WHITE DR,<2.0,4/19/17,,,,,,,,,<2.0,,
NORTHERLY ISLAND,Northerly Island #2 - Low,South side of Planetarium,1521 S LINN WHITE DR,<2.0,4/19/17,,,,,,,,,<2.0,,
NORTHERLY ISLAND,Northerly Island #3 - High,12th Street beach house,1521 S LINN WHITE DR,<2.0,4/19/17,,,,,,,,,<2.0,,
NORTHERLY ISLAND,Northerly Island #3 - Low,12th Street beach house,1521 S LINN WHITE DR,<2.0,4/19/17,,,,,,,,,<2.0,,
NORWOOD,Norwood  #1 - High,In dog area,5801 N NATOMA AVE,<2.0,3/29/17,,,,,,,,,0.228,,
NORWOOD,Norwood  #1 - Low,In dog area,5801 N NATOMA AVE,<2.0,7/6/17,,,,,,,,,0.239,,
NORWOOD,Norwood  #1 - Dog,In dog area,5801 N NATOMA AVE,<2.0,7/6/17,,,,,,,,,0.332,,
NORWOOD,Norwood  #2 - High,Pool deck,5801 N NATOMA AVE,91.1,8/5/17,<2.0,8/29/17,,,2,8/29/17,,,20.5,6.27,9.49
NORWOOD,Norwood  #2 - Low,Pool deck,5801 N NATOMA AVE,84.4,8/5/17,<2.0,8/29/17,,,-,-,,,16,37.9,6.8
NORWOOD,Norwood  #3,"On running track, near service yard",5801 N NATOMA AVE,<2.0,3/29/17,,,,,,,,,3.86,,
NORWOOD,Norwood  #4,In front of fieldhouse,5801 N NATOMA AVE,<2.0,4/4/17,,,,,,,,,0.174,,
NORWOOD,Norwood  #5,"On running track, near Hurlbut",5801 N NATOMA AVE,<2.0,3/29/17,,,,,,,,,2.21,,
NORWOOD,Norwood  #6,Between tennis and basketball courts,5801 N NATOMA AVE,4.73,4/4/17,,,23.6,8/5/17,,,,,20.5,15.5,9.88
NORWOOD,Norwood  #7 - High,On sidewalk on Natoma,5801 N NATOMA AVE,66.2,4/4/17,5.54,6/8/17,,,,,,,39.2,11.9,14.5
NORWOOD,Norwood  #7 - Low,On sidewalk on Natoma,5801 N NATOMA AVE,63.3,4/4/17,4.76,6/8/17,,,,,,,14.1,,
NOTTINGHAM,Nottingham  #1 - High,CENTER OF PARK,7101 W 63RD ST,<2.0,4/3/17,,,,,,,,,1.54,,
NOTTINGHAM,Nottingham  #1 - Low,CENTER OF PARK,7101 W 63RD ST,<2.0,4/3/17,,,,,,,,,2,,
OAKDALE,Oakdale  #1 - High,NORTHWEST CORNER OF FIELDHOUSE,965 W 95TH ST,<2.0,4/15/17,,,,,,,,,<0.12,,
OAKDALE,Oakdale  #1 - Low,NORTHWEST CORNER OF FIELDHOUSE,965 W 95TH ST,<2.0,4/15/17,,,,,,,,,0.164,,
OAKDALE,Oakdale  #2 - High,PLAYGROUND,965 W 95TH ST,6.96,4/15/17,,,,,,,,,3.7,,
OAKDALE,Oakdale  #2 - Low,PLAYGROUND,965 W 95TH ST,8.3,4/15/17,,,,,,,,,3.73,,
OAKDALE,Oakdale  #3,POOL DECK,965 W 95TH ST,<2.0,4/15/17,,,<2.0,6/9/17,,,,,141,9.8,<2.0
OGDEN (WILLIAM),Ogden  #1,"ON PATH FROM 64TH AND RACINE ENTRANCE, NORTHWEST SIDE OF TRACK",6500 S RACINE AVE,3.11,4/6/17,,,83.8,6/29/17,,,,,-,,
OGDEN (WILLIAM),Ogden  #2,ON PATH NEAR 65TH AND LOOMIS ENTRANCE,6500 S RACINE AVE,2.52,4/10/17,,,,,,,,,5.96,,
OGDEN (WILLIAM),Ogden  #3 - High,POOLDECK,6500 S RACINE AVE,<2.0,8/5/17,,,,,,,,,<0.12,,
OGDEN (WILLIAM),Ogden  #3 - Low,POOLDECK,6500 S RACINE AVE,<2.0,8/5/17,,,,,,,,,<0.12,,
OGDEN (WILLIAM),Ogden  #4 - High,NORTH OF GAZEBO SHED/SPRAY POOL PUMP ROOM,6500 S RACINE AVE,<2.0,5/17/17,,,,,,,,,0.143,,
OGDEN (WILLIAM),Ogden  #4 - Low,NORTH OF GAZEBO SHED/SPRAY POOL PUMP ROOM,6500 S RACINE AVE,<2.0,5/17/17,,,,,,,,,0.133,,
OGDEN (WILLIAM),Ogden  #5,"ON CENTRAL PATH, NEAR 66TH AND LOOMIS ENTRANCE",6500 S RACINE AVE,3.21,4/10/17,,,,,,,,,3.32,,
OGDEN (WILLIAM),Ogden #6 - High,"On basketball courts, west of fieldhouse",6500 S RACINE AVE,<2.0,4/6/17,,,,,,,,,-,,
OGDEN (WILLIAM),Ogden #6 - Low,"On basketball courts, west of fieldhouse",6500 S RACINE AVE,<2.0,4/6/17,,,,,,,,,-,,
O'HALLAREN (BERNARD),O'Hallaren  #1 - High,"SOUTHWEST OF PLAYGROUND, ON PATH",8335 S HONORE ST,<2.0,6/12/17,,,,,,,,,15.1,64,8.8
O'HALLAREN (BERNARD),O'Hallaren  #1 - Middle,"SOUTHWEST OF PLAYGROUND, ON PATH",8335 S HONORE ST,10.3,6/12/17,,,,,,,,,12.3,,
O'HALLAREN (BERNARD),O'Hallaren  #1 - Low,"SOUTHWEST OF PLAYGROUND, ON PATH",8335 S HONORE ST,<2.0,6/12/17,,,,,,,,,15,58,9
O'HALLAREN (BERNARD),O'Hallaren  #2 - High,WEST SIDE OF FIELDHOUSE,8335 S HONORE ST,2.11,8/3/17,,,,,,,,,3.35,,
O'HALLAREN (BERNARD),O'Hallaren  #2 - Low,WEST SIDE OF FIELDHOUSE,8335 S HONORE ST,<2.0,8/3/17,,,,,,,,,3.39,,
OHIO,Ohio  #1 - High,"Southeast corner of park, near eastern entrance on Ohio",4712 W OHIO ST,<2.0,4/10/17,,,,,,,,,0.571,,
OHIO,Ohio  #1 - Middle,"Southeast corner of park, near eastern entrance on Ohio",4712 W OHIO ST,<2.0,4/10/17,,,,,,,,,0.665,,
OHIO,Ohio  #1 - Low,"Southeast corner of park, near eastern entrance on Ohio",4712 W OHIO ST,<2.0,4/10/17,,,,,,,,,0.57,,
OHIO & HARDING,Ohio & Harding #1 - High,"On Harding, north of basketball court",607 N HARDING AVE,8.52,4/5/17,,,16.1,7/29/17,,,,,22.7,24,3.3
OHIO & HARDING,Ohio & Harding #1 - Low,"On Harding, north of basketball court",607 N HARDING AVE,4.68,4/5/17,,,11.2,7/29/17,,,,,21.3,23,3.2
OLYMPIA,Olympia  #1,By spray feature,6566 N AVONDALE AVE,<2.0,3/29/17,,,24.8,6/14/17,,,,,34.3,8.25,1.37
OLYMPIA,Olympia  #2,By basketball court,6566 N AVONDALE AVE,2.07,3/29/17,,,,,,,,,2.18,,
OLYMPIA,Olympia  #3,By tennis court,6566 N AVONDALE AVE,4.04,4/4/17,,,517,6/14/17,,,,,43.9,93.3,10.1
ORIOLE,Oriole  #1,"On path, inside park, on Oriole",5430 N OLCOTT AVE,2.22,3/29/17,,,,,,,,,6.18,,
ORIOLE,Oriole  #2 - High,Diamond 4,5430 N OLCOTT AVE,<2.0,3/29/17,,,,,,,,,2.07,,
ORIOLE,Oriole  #2 - Middle,Diamond 4,5430 N OLCOTT AVE,-,,,,,,,,,,4.44,,
ORIOLE,Oriole  #2 - Low,Diamond 4,5430 N OLCOTT AVE,-,,,,,,,,,,3.76,,
ORIOLE,Oriole  #3,"North of hill, on path",5430 N OLCOTT AVE,<2.0,4/4/17,,,86.2,6/8/17,,,,,36.5,59.9,0.807
ORIOLE,Oriole  #4,"Between diamonds 2 and 3, at alley",5430 N OLCOTT AVE,<2.0,4/4/17,,,,,,,,,2.52,,
ORIOLE,Oriole  #5,"Behind fieldhouse, on path",5430 N OLCOTT AVE,<2.0,4/4/17,,,,,,,,,4.54,,
ORIOLE,Oriole  #6 - High,Next to  tennis court and playground,5430 N OLCOTT AVE,<2.0,4/4/17,,,14.6,6/8/17,6,7/25/17,,,26.8,85.6,1.88
ORIOLE,Oriole  #6 - Low,Next to  tennis court and playground,5430 N OLCOTT AVE,<2.0,4/4/17,,,19.4,6/8/17,,,,,20.7,84.1,1.87
OWENS (JESSE),Owens  #1,ON 87TH AT CHAPPEL,8800 S CLYDE,<2.0,5/1/17,,,,,,,,,<2.0,,
OWENS (JESSE),Owens  #2 - High,ON PATH FROM 89TH AT CHAPPEL,8800 S CLYDE,22,5/1/17,<2.0,5/15/17,<2.0,6/2/17,,,,,2.2,,
OWENS (JESSE),Owens  #2 - Middle,ON PATH FROM 89TH AT CHAPPEL,8800 S CLYDE,20.9,5/1/17,<2.0,5/15/17,<2.0,6/2/17,,,,,2.3,,
OWENS (JESSE),Owens  #2 - Low,ON PATH FROM 89TH AT CHAPPEL,8800 S CLYDE,20.9,5/1/17,<2.0,5/15/17,<2.0,6/2/17,,,,,2.2,,
OZ,Oz  #1 - High,SOUTH OF PLAYGROUND,2021 N BURLING ST,189,4/20/17,4.41,6/14/17,,,,,,,18,7.1,2.8
OZ,Oz  #1 - Low,SOUTH OF PLAYGROUND,2021 N BURLING ST,901,4/20/17,3.74,6/14/17,,,,,,,19,8.1,2.9
OZ,Oz  #2 - High,NORTHWEST CORNER OF TENNIS COURTS,2021 N BURLING ST,43.8,4/20/17,9.82,6/7/17,,,,,,,33,7.4,3.6
OZ,Oz  #2 - Middle,NORTHWEST CORNER OF TENNIS COURTS,2021 N BURLING ST,21.6,4/20/17,10.5,6/7/17,,,,,,,29,11,3.7
OZ,Oz  #2 - Low,NORTHWEST CORNER OF TENNIS COURTS,2021 N BURLING ST,21.9,4/20/17,9.45,6/7/17,,,,,,,18,11,6
OZ,Oz  #3 - High,CORNER OF DICKENS AND BURLING,2021 N BURLING ST,2.06,4/20/17,,,,,,,,,4.2,2.1,<2.0
OZ,Oz  #3 - Middle,CORNER OF DICKENS AND BURLING,2021 N BURLING ST,2.24,4/20/17,,,,,,,,,4.2,,
OZ,Oz  #3 - Low,CORNER OF DICKENS AND BURLING,2021 N BURLING ST,2.03,4/20/17,,,,,,,,,4.9,,
PACKINGTOWN,Packingtown  #1,"Northeast corner, on Laflin",4856 S LAFLIN ST,3.27,4/22/17,,,3.77,6/9/17,,,,,311,140,6.3
PALMER (JOHN MCAULEY) SQUARE,Palmer Square #1 - High,"North-center area of park, at raised crosswalk",2200 N KEDZIE AVE,<2.0,4/8/17,<2.0,6/7/17,,,,,,,0.266,,
PALMER (JOHN MCAULEY) SQUARE,Palmer Square #1 - Middle,"North-center area of park, at raised crosswalk",2200 N KEDZIE AVE,<2.0,4/8/17,<2.0,6/7/17,,,,,,,0.343,,
PALMER (JOHN MCAULEY) SQUARE,Palmer Square #1 - Low,"North-center area of park, at raised crosswalk",2200 N KEDZIE AVE,<2.0,4/8/17,<2.0,6/7/17,,,,,,,0.209,,
PALMER (JOHN MCAULEY) SQUARE,Palmer Square #2,"North east area of park, at about 3015 W Palmer",2200 N KEDZIE AVE,2.36,6/7/17,,,,,,,,,0.426,,
